agency_name,separation,Trump_Separations
AFNG-AIR NATIONAL GUARD UNITS (TITLE 32),Termination,383
"AFZG-U.S. SPECIAL OPERATIONS COMMAND (ANG, TITLE 32)",Termination,3
AG01-OFFICE OF THE SECRETARY OF AGRICULTURE,Termination,0
AG02-AGRICULTURAL MARKETING SERVICE,Termination,3
AG03-AGRICULTURAL RESEARCH SERVICE,Termination,17
AG07-RURAL HOUSING SERVICE,Termination,9
AG08-RISK MANAGEMENT AGENCY,Termination,2
AG10-FOREIGN AGRICULTURAL SERVICE,Termination,1
AG11-FOREST SERVICE,Termination,68
AG13-OFFICE OF COMMUNICATIONS,Termination,0
AG14-OFFICE OF THE GENERAL COUNSEL,Termination,0
AG15-RURAL UTILITIES SERVICE,Termination,0
AG16-NATURAL RESOURCES CONSERVATION SERVICE,Termination,20
AG18-ECONOMIC RESEARCH SERVICE,Termination,0
AG20-NATIONAL AGRICULTURAL STATISTICS SERVICE,Termination,6
AG22-NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,Termination,1
AG23-OFFICE OF THE INSPECTOR GENERAL,Termination,1
AG30-FOOD AND NUTRITION SERVICE,Termination,0
AG32-RURAL BUSINESS-COOPERATIVE SERVICE,Termination,0
AG34-ANIMAL AND PLANT HEALTH INSPECTION SERVICE,Termination,13
"AG36-GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",Termination,6
AG37-FOOD SAFETY AND INSPECTION SERVICE,Termination,33
AG38-OFFICE OF THE CHIEF ECONOMIST,Termination,0
AG42-OFFICE OF BUDGET AND PROGRAM ANALYSIS,Termination,0
AG90-OFFICE OF THE CHIEF FINANCIAL OFFICER,Termination,2
AGAO-OFFICE OF ADVOCACY AND OUTREACH,Termination,0
AGCR-CIVIL RIGHTS,Termination,0
AGDA-DEPARTMENTAL ADMINISTRATION,Termination,2
AGES-OFFICE OF THE EXECUTIVE SECRETARIAT,Termination,0
AGFA-FARM SERVICE AGENCY,Termination,8
AGHL-HOMELAND SECURITY STAFF,Termination,0
AGIT-OFFICE OF THE CHIEF INFORMATION OFFICER,Termination,3
AGNA-NATIONAL APPEALS DIVISION,Termination,0
AH01-NATIONAL ENDOWMENT FOR THE ARTS,Termination,1
AH02-NATIONAL ENDOWMENT FOR THE HUMANITIES,Termination,0
AH03-INSTITUTE OF MUSEUM AND LIBRARY SERVICES,Termination,0
AM00-AGENCY FOR INTERNATIONAL DEVELOPMENT,Termination,2
AN00-AFRICAN DEVELOPMENT FOUNDATION,Termination,0
AP00-APPALACHIAN REGIONAL COMMISSION,Termination,0
AR2A-UNITED STATES ARMY CYBER COMMAND,Termination,1
AR3A-U.S. ARMY CENTRAL,Termination,0
AR5A-U.S. ARMY NORTH,Termination,0
ARA1-US ARMY AFRICA/SOUTHERN EUROPEAN TASK FORCE (USAFRAF/SETAF),Termination,0
ARAA-U. S. ARMY ACCESSION COMMAND,Termination,0
ARAE-U.S. ARMY ACQUISITION SUPPORT CENTER,Termination,5
ARAN-U.S. ARMY NATIONAL MILITARY CEMETERIES,Termination,4
ARAP-U. S. MILITARY ENTRANCE PROCESSING COMMAND,Termination,15
ARAS-U.S. ARMY INTELLIGENCE AND SECURITY COMMAND,Termination,2
ARAT-U.S. ARMY TEST AND EVALUATION COMMAND,Termination,2
ARBA-U.S. ARMY INSTALLATION MANAGEMENT COMMAND,Termination,58
ARCB-U.S. ARMY CRIMINAL INVESTIGATION COMMAND,Termination,1
ARCE-U.S. ARMY CORPS OF ENGINEERS,Termination,69
ARCS-IMMEDIATE OFFICE OF THE CHIEF OF STAFF OF THE ARMY,Termination,1
ARE1-IMMEDIATE OFFICE OF THE COMMANDER-IN-CHIEF OF THE U.S. ARMY EUROPE AND SEVENTH ARMY,Termination,0
ARE2-21ST THEATER ARMY AREA COMMAND,Termination,0
ARE5-U.S. ARMY V CORPS,Termination,0
AREN-SEVENTH ARMY TRAINING COMMAND,Termination,1
ARFC-U.S. ARMY FORCES COMMAND,Termination,4
ARG6-U.S. ARMY NETWORK ENTERPRISE TECHNOLOGY COMMAND/9TH ARMY SIGNAL COMMAND,Termination,8
ARGB-OFFICE OF THE CHIEF OF THE NATIONAL GUARD BUREAU,Termination,0
ARHR-U.S. ARMY RESERVE COMMAND,Termination,85
ARJ1-U.S. ARMY ELEMENT SHAPE,Termination,0
ARJA-JOINT ACTIVITIES,Termination,4
ARMA-U.S. MILITARY ACADEMY,Termination,0
ARMC-U.S. ARMY MEDICAL COMMAND,Termination,158
ARMW-U.S. ARMY MILITARY DISTRICT OF WASHINGTON,Termination,1
ARNG-ARMY NATIONAL GUARD UNITS (TITLE 32),Termination,499
"ARP1-U.S. ARMY, PACIFIC",Termination,1
ARP8-EIGHTH U.S. ARMY,Termination,0
ARSA-OFFICE OF THE SECRETARY OF THE ARMY,Termination,2
ARSB-FIELD OPERATING OFFICES OF THE OFFICE OF THE SECRETARY OF THE ARMY,Termination,9
ARSC-U. S. ARMY SPACE AND MISSILE DEFENSE COMMAND/U. S. ARMY FORCES STRATEGIC COMMAND,Termination,0
ARSE-HQDA FIELD OPERATING AGENCIES AND STAFF SUPPORT AGENCIES AND STAFF SUPPORT AGENCIES,Termination,8
ARSF-MISCELLANEOUS FIELD OPERATING AGENCIES,Termination,0
"ARSJ-JOINT SERVICES AND ACTIVITIES SUPPORTED BY THE OFFICE, SECRETARY OF THE ARMY",Termination,2
ARSO-U.S. ARMY SOUTH,Termination,0
ARSP-U.S. SPECIAL OPERATIONS COMMAND (ARMY),Termination,1
ARTA-U.S. ARMY ACCESSIONS COMMAND,Termination,3
ARTC-U.S. ARMY TRAINING AND DOCTRINE COMMAND,Termination,18
ARTW-U.S. ARMY WAR COLLEGE,Termination,0
ARX1-414TH SUPPORT BRIGADE,Termination,1
"ARX2-HEADQUARTERS, AMC",Termination,1
"ARX4-TRAINING ACTIVITIES, AMC",Termination,0
ARX6-U.S. ARMY AVIATION AND MISSILE COMMAND,Termination,15
ARX7-U.S. ARMY TANK-AUTOMOTIVE AND ARMAMENT COMMAND (TACOM),Termination,22
ARX8-U.S. ARMY COMMUNICATIONS ELECTRONICS COMMAND,Termination,14
ARXB-U.S. ARMY CHEMICAL MATERIALS ACTIVITY,Termination,1
ARXC-U.S. ARMY SUSTAINMENT COMMAND,Termination,9
ARXD-U. S. ARMY CONTRACTING COMMAND,Termination,11
ARXK-MATERIEL ACQUISITION ACTIVITIES,Termination,0
ARXP-U.S. ARMY SECURITY ASSISTANCE COMMAND,Termination,0
ARXQ-U.S. ARMY JOINT MUNITIONS COMMAND,Termination,9
"ARXR-U.S. ARMY RESEARCH, DEVELOPMENT AND ENGINEERING COMMAND",Termination,5
ARXT-U.S. ARMY MILITARY SURFACE DEPLOYMENT AND DISTRIBUTION COMMAND,Termination,3
ARXX-MATERIEL READINESS ACTIVITIES,Termination,0
AU00-FEDERAL LABOR RELATIONS AUTHORITY,Termination,0
AW00-ARCTIC RESEARCH COMMISSION,Termination,0
BD00-MERIT SYSTEMS PROTECTION BOARD,Termination,0
BF00-DEFENSE NUCLEAR FACILITIES SAFETY BOARD,Termination,0
BG00-PENSION BENEFIT GUARANTY CORPORATION,Termination,1
BH00-COMMISSION FOR THE PRESERVATION OF AMERICA'S HERITAGE ABROAD,Termination,0
BK00-JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION,Termination,0
BO00-OFFICE OF MANAGEMENT AND BUDGET,Termination,0
BT00-ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD,Termination,0
BW00-NUCLEAR WASTE TECHNICAL REVIEW BOARD,Termination,0
BZ00-CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,Termination,0
CC00-COMMISSION ON CIVIL RIGHTS,Termination,0
CE00-COUNCIL OF ECONOMIC ADVISERS,Termination,0
CF00-COMMISSION OF FINE ARTS,Termination,0
CM51-OFFICE OF THE SECRETARY,Termination,0
CM52-ECONOMIC DEVELOPMENT ADMINISTRATION,Termination,0
CM53-BUREAU OF ECONOMIC ANALYSIS,Termination,2
CM54-NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,Termination,12
CM55-INTERNATIONAL TRADE ADMINISTRATION,Termination,1
CM56-PATENT AND TRADEMARK OFFICE,Termination,44
CM57-NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,Termination,4
CM59-MINORITY BUSINESS DEVELOPMENT AGENCY,Termination,0
CM61-NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION,Termination,2
CM62-NATIONAL TECHNICAL INFORMATION SERVICE,Termination,0
CM63-BUREAU OF THE CENSUS,Termination,101
CM64-OFFICE OF THE INSPECTOR GENERAL,Termination,2
CM65-ECONOMICS AND STATISTICS ADMINISTRATION,Termination,0
CM67-BUREAU OF INDUSTRY AND SECURITY,Termination,0
CT00-COMMODITY FUTURES TRADING COMMISSION,Termination,0
CU00-NATIONAL CREDIT UNION ADMINISTRATION,Termination,4
DB00-PUBLIC INTEREST DECLASSIFICATION BOARD,Termination,0
DD01-OFFICE OF THE SECRETARY OF DEFENSE,Termination,0
DD02-ORGANIZATION OF THE JOINT CHIEFS OF STAFF,Termination,1
DD04-DEFENSE INFORMATION SYSTEMS AGENCY,Termination,3
DD06-DEFENSE SECURITY COOPERATION AGENCY,Termination,1
DD07-DEFENSE LOGISTICS AGENCY,Termination,68
DD08-U.S. COURT OF APPEALS FOR THE ARMED FORCES,Termination,0
DD10-DEFENSE CONTRACT AUDIT AGENCY,Termination,5
DD12-DEFENSE SECURITY SERVICE,Termination,1
DD13-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,Termination,0
DD15-UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES,Termination,1
DD16-DEPARTMENT OF DEFENSE EDUCATION ACTIVITY,Termination,17
DD21-WASHINGTON HEADQUARTERS SERVICES,Termination,3
DD23-OFFICE OF ECONOMIC ADJUSTMENT,Termination,0
DD25-DEFENSE LEGAL SERVICES AGENCY,Termination,0
DD26-OFFICE OF THE INSPECTOR GENERAL,Termination,0
DD27-MISSILE DEFENSE AGENCY,Termination,0
DD29-DEFENSE TECHNOLOGY SECURITY ADMINISTRATION,Termination,0
DD34-DEFENSE COMMISSARY AGENCY,Termination,115
DD35-DEFENSE FINANCE AND ACCOUNTING SERVICE,Termination,19
DD48-DEFENSE HUMAN RESOURCES ACTIVITY,Termination,3
DD53-DEFENSE POW/MIA ACCOUNTING AGENCY,Termination,0
DD58-DEFENSE PRISONER OF WAR/MISSING PERSONNEL OFFICE,Termination,0
DD60-DEFENSE HEALTH AGENCY,Termination,14
DD61-DEFENSE THREAT REDUCTION AGENCY,Termination,4
DD63-DEFENSE CONTRACT MANAGEMENT AGENCY,Termination,21
DD65-PENTAGON FORCE PROTECTION AGENCY,Termination,7
DD68-DEPARTMENT OF DEFENSE TEST RESOURCE MANAGEMENT CENTER,Termination,0
DD69-NATIONAL DEFENSE UNIVERSITY,Termination,0
DD71-DEFENSE MICROELECTRONICS ACTIVITY,Termination,0
DD74-DEFENSE TECHNICAL INFORMATION CENTER,Termination,0
DD77-BUSINESS TRANSFORMATION AGENCY,Termination,0
DD80-DEFENSE MEDIA ACTIVITY,Termination,1
DD81-DEFENSE ACQUISITION UNIVERSITY,Termination,0
DD82-NATIONAL RECONNAISSANCE OFFICE,Termination,1
DF00-OFFICE OF THE FEDERAL COORDINATOR FOR ALASKA NATURAL GAS TRANSPORTATION PROJECTS,Termination,0
DG00-NORTHERN BORDER REGIONAL COMMISSION,Termination,0
"DJ01-OFFICES, BOARDS AND DIVISIONS",Termination,8
DJ02-FEDERAL BUREAU OF INVESTIGATION,Termination,60
DJ03-BUREAU OF PRISONS/FEDERAL PRISON SYSTEM,Termination,83
DJ06-DRUG ENFORCEMENT ADMINISTRATION,Termination,11
DJ07-OFFICE OF JUSTICE PROGRAMS,Termination,0
DJ08-U.S. MARSHALS SERVICE,Termination,4
DJ09-EXECUTIVE OFFICE FOR U.S. ATTORNEYS AND THE OFFICES OF THE U.S. ATTORNEYS,Termination,9
DJ10-OFFICE OF THE INSPECTOR GENERAL,Termination,0
DJ11-U.S. TRUSTEE PROGRAM,Termination,0
DJ12-EXECUTIVE OFFICE FOR IMMIGRATION REVIEW,Termination,4
DJ14-COMMUNITY RELATIONS SERVICE,Termination,0
"DJ15-BUREAU OF ALCOHOL, TOBACCO, FIREARMS, AND EXPLOSIVES",Termination,2
DLAA-OFFICE OF THE SECRETARY OF LABOR,Termination,3
DLAM-OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,Termination,2
DLBL-BUREAU OF INTERNATIONAL LABOR AFFAIRS,Termination,0
DLCA-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,Termination,0
DLCF-OFFICE OF THE CHIEF FINANCIAL OFFICER,Termination,1
DLEH-OFFICE OF DISABILITY EMPLOYMENT POLICY,Termination,0
DLES-EMPLOYMENT STANDARDS ADMINISTRATION,Termination,0
DLET-EMPLOYMENT AND TRAINING ADMINISTRATION,Termination,1
DLIG-OFFICE OF THE INSPECTOR GENERAL,Termination,0
DLLS-BUREAU OF LABOR STATISTICS,Termination,25
DLMS-MINE SAFETY AND HEALTH ADMINISTRATION,Termination,7
DLOF-OFFICE OF FEDERAL CONTRACT COMPLIANCE PROGRAMS,Termination,1
DLOL-OFFICE OF LABOR-MANAGEMENT STANDARDS,Termination,0
DLOW-OFFICE OF WORKERS' COMPENSATION PROGRAMS,Termination,2
DLPA-OFFICE OF PUBLIC AFFAIRS,Termination,0
DLPE-OFFICE OF THE ASSISTANT SECRETARY FOR POLICY,Termination,0
DLPW-EMPLOYEE BENEFITS SECURITY ADMINISTRATION,Termination,7
DLSH-OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,Termination,6
DLSL-OFFICE OF THE SOLICITOR,Termination,0
DLVE-VETERANS EMPLOYMENT AND TRAINING SERVICES,Termination,2
DLWB-WOMEN'S BUREAU,Termination,0
DLWH-WAGE AND HOUR DIVISION,Termination,3
DN00-DEPARTMENT OF ENERGY,Termination,19
DNFE-FEDERAL ENERGY REGULATORY COMMISSION,Termination,3
DQ00-DENALI COMMISSION,Termination,0
EB00-EXPORT-IMPORT BANK OF THE UNITED STATES,Termination,1
EC00-OFFICE OF ADMINISTRATION,Termination,1
EDEA-IMMEDIATE OFFICE OF THE SECRETARY OF EDUCATION,Termination,0
EDEB-OFFICE OF THE DUTY SECRETARY OF EDUCATION,Termination,0
EDEC-OFFICE FOR CIVIL RIGHTS,Termination,1
"EDED-OFFICE OF PLANNING, EVALUATION AND POLICY DEVELOPMENT",Termination,1
EDEE-OFFICE OF THE UNDER SECRETARY,Termination,0
EDEF-OFFICE OF INSPECTOR GENERAL,Termination,0
EDEG-OFFICE OF THE GENERAL COUNSEL,Termination,0
EDEH-OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,Termination,0
EDEI-OFFICE OF THE CHIEF INFORMATION OFFICER,Termination,0
EDEJ-OFFICE OF LEGISLATION AND CONGRESSIONAL AFFAIRS,Termination,0
EDEL-OFFICE OF THE CHIEF FINANCIAL OFFICER,Termination,0
EDEM-OFFICE OF MANAGEMENT,Termination,2
EDEN-FEDERAL STUDENT AID,Termination,0
EDEO-OFFICE OF COMMUNICATIONS AND OUTREACH,Termination,0
EDEP-OFFICE OF POSTSECONDARY EDUCATION,Termination,0
EDEQ-OFFICE OF SAFE AND DRUG-FREE SCHOOLS,Termination,0
EDER-INSTITUTE OF EDUCATION SCIENCES,Termination,0
EDES-OFFICE OF ELEMENTARY AND SECONDARY EDUCATION,Termination,0
EDET-OFFICE OF ENGLISH LANGUAGE ACQUISITION,Termination,0
EDEU-OFFICE OF INNOVATION AND IMPROVEMENT,Termination,0
EDEV-OFFICE OF VOCATIONAL AND ADULT EDUCATION,Termination,0
EDEY-ADVISORY COUNCILS AND COMMITTEES,Termination,0
EDEZ-NATIONAL ASSESSMENT GOVERNING BOARD,Termination,0
EE00-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Termination,8
EO00-MORRIS K. UDALL AND STEWART L. UDALL FOUNDATION,Termination,0
EP00-ENVIRONMENTAL PROTECTION AGENCY,Termination,14
EQ00-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY,Termination,0
EW00-TRADE AND DEVELOPMENT AGENCY,Termination,0
FC00-FEDERAL COMMUNICATIONS COMMISSION,Termination,4
FD00-FEDERAL DEPOSIT INSURANCE CORPORATION,Termination,10
FI00-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,Termination,0
FJ00-CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,Termination,0
FK00-FARM CREDIT SYSTEM INSURANCE CORPORATION,Termination,0
FL00-FARM CREDIT ADMINISTRATION,Termination,6
FM00-FEDERAL MEDIATION AND CONCILIATION SERVICE,Termination,1
FQ01-OFFICE OF THE DIRECTOR,Termination,2
FQ02-PRETRIAL SERVICES AGENCY,Termination,0
FRFT-BUREAU OF CONSUMER FINANCIAL PROTECTION,Termination,0
FT00-FEDERAL TRADE COMMISSION,Termination,0
FW00-OFFICE OF SPECIAL COUNSEL,Termination,0
GB00-OVERSEAS PRIVATE INVESTMENT CORPORATION,Termination,0
GC00-GULF COAST ECOSYSTEM RESTORATION COUNCIL,Termination,0
GE00-BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION,Termination,0
GG00-OFFICE OF GOVERNMENT ETHICS,Termination,1
GJ00-PRESIDIO TRUST,Termination,2
GM00-VALLES CALDERA TRUST,Termination,0
GO00-VIETNAM EDUCATION FOUNDATION,Termination,0
GQ00-ELECTION ASSISTANCE COMMISSION,Termination,0
GS01-IMMEDIATE OFFICE OF THE ADMINISTRATOR,Termination,0
GS02-OFFICE OF ADMINISTRATIVE SERVICES,Termination,0
GS03-PUBLIC BUILDINGS SERVICE,Termination,19
GS04-OFFICE OF CIVIL RIGHTS,Termination,0
GS10-OFFICE OF SMALL BUSINESS UTILIZATION,Termination,0
GS11-OFFICE OF THE CHIEF FINANCIAL OFFICER,Termination,1
GS12-OFFICE OF GENERAL COUNSEL,Termination,0
GS13-CIVILIAN BOARD OF CONTRACT APPEALS,Termination,0
GS14-OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,Termination,0
GS15-OFFICE OF INSPECTOR GENERAL,Termination,0
GS18-TECHNOLOGY TRANSFORMATION SERVICE,Termination,0
GS19-OFFICE OF CITIZEN SERVICES AND INNOVATIVE TECHNOLOGIES,Termination,0
GS20-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,Termination,0
GS22-OFFICES OF THE REGIONAL ADMINISTRATORS,Termination,0
GS26-OFFICE OF GOVERNMENTWIDE POLICY,Termination,1
GS28-OFFICE OF GSA IT,Termination,0
GS30-FEDERAL ACQUISITION SERVICE,Termination,1
GS31-OFFICE OF EMERGENCY RESPONSE AND RECOVERY,Termination,0
GS32-OFFICE OF COMMUNICATIONS AND MARKETING,Termination,0
GS33-OFFICE OF THE CUSTOMER EXPERIENCE,Termination,0
GW00-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO,Termination,3
GX00-INTERNATIONAL BOUNDARY COMMISSION:  UNITED STATES AND CANADA,Termination,0
GY00-INTERNATIONAL JOINT COMMISSION:  UNITED STATES AND CANADA,Termination,0
HB**-UNSPECIFIED,Termination,0
HB00-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,Termination,0
HD00-U.S. HOLOCAUST MEMORIAL MUSEUM,Termination,0
HE10-OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,Termination,7
HE11-PROGRAM SUPPORT CENTER,Termination,2
HE12-ADMINISTRATION FOR COMMUNITY LIVING,Termination,0
HE13-OFFICE OF INSPECTOR GENERAL,Termination,1
HE31-OFFICE OF THE ASSISTANT SECRETARY FOR HEALTH,Termination,0
HE32-SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,Termination,1
HE33-AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,Termination,0
HE34-HEALTH RESOURCES AND SERVICES ADMINISTRATION,Termination,2
HE35-AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,Termination,0
HE36-FOOD AND DRUG ADMINISTRATION,Termination,11
HE37-INDIAN HEALTH SERVICE,Termination,79
HE38-NATIONAL INSTITUTES OF HEALTH,Termination,9
HE39-CENTERS FOR DISEASE CONTROL AND PREVENTION,Termination,4
HE70-CENTERS FOR MEDICARE & MEDICAID SERVICES,Termination,4
HE90-ADMINISTRATION FOR CHILDREN AND FAMILIES,Termination,1
HF**-UNSPECIFIED,Termination,0
HF00-FEDERAL HOUSING FINANCE AGENCY,Termination,0
HFHA-FEDERAL HOUSING FINANCE AGENCY,Termination,1
HFHI-OFFICE OF INSPECTOR GENERAL,Termination,0
HP00-ADVISORY COUNCIL ON HISTORIC PRESERVATION,Termination,0
HSAA-DHS HEADQUARTERS,Termination,6
HSAB-BUREAU OF CITIZENSHIP AND IMMIGRATION SERVICES,Termination,27
HSAC-U.S. COAST GUARD,Termination,19
HSAD-U.S. SECRET SERVICE,Termination,2
HSAE-OFFICE OF THE INSPECTOR GENERAL,Termination,0
HSBB-BUREAU OF IMMIGRATION AND CUSTOMS ENFORCEMENT,Termination,34
HSBC-TRANSPORTATION SECURITY ADMINISTRATION,Termination,792
HSBD-BUREAU OF CUSTOMS AND BORDER PROTECTION,Termination,83
HSBE-FEDERAL LAW ENFORCEMENT TRAINING CENTERS,Termination,3
HSCA-NATIONAL PROTECTION AND PROGRAMS DIRECTORATE,Termination,8
HSCB-FEDERAL EMERGENCY MANAGEMENT AGENCY,Termination,5
HSDA-DOMESTIC NUCLEAR DETECTION OFFICE,Termination,0
HSFA-OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY,Termination,0
HT00-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,Termination,0
HU**-UNSPECIFIED,Termination,0
HU01-OFFICE OF THE SENIOR COORDINATOR FOR NEW ENGLAND,Termination,1
HU02-OFFICE OF THE SENIOR COORDINATOR FOR NEW YORK/NEW JERSEY,Termination,0
HU03-OFFICE OF THE SENIOR COORDINATOR FOR MID-ATLANTIC,Termination,2
HU04-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHEAST/CARIBBEAN,Termination,1
HU05-OFFICE OF THE SENIOR COORDINATOR FOR MIDWEST,Termination,1
HU06-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHWEST,Termination,1
HU07-OFFICE OF THE SENIOR COORDINATOR FOR GREAT PLAINS,Termination,0
HU08-OFFICE OF THE SENIOR COORDINATOR FOR ROCKY MOUNTAINS,Termination,1
HU09-OFFICE OF THE SENIOR COORDINATOR FOR PACIFIC/HAWAII,Termination,2
HU10-OFFICE OF THE SENIOR COORDINATOR FOR NORTHWEST/ALASKA,Termination,0
HUAA-OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT,Termination,0
HUBB-OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,Termination,0
HUCC-OFFICE OF GENERAL COUNSEL,Termination,1
HUDD-ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,Termination,0
HUEE-ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY,Termination,0
HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER,Termination,1
HUGG-OFFICE OF INSPECTOR GENERAL,Termination,0
HUII-OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION,Termination,0
HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,Termination,0
HUKA-CENTER FOR FAITH-BASED AND COMMUNITY INITIATIVES,Termination,0
HUKK-OFFICE OF FIELD POLICY AND MANAGEMENT,Termination,0
HULL-OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL,Termination,0
HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,Termination,1
HUNN-OFFICE OF THE CHIEF PROCUREMENT OFFICER,Termination,0
HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,Termination,3
HUQQ-OFFICE OF THE CHIEF INFORMATION OFFICER,Termination,0
HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,Termination,0
HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE),Termination,1
HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY,Termination,0
HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,Termination,0
HUXX-OFFICE OF STRATEGIC PLANNING AND MANAGEMENT,Termination,0
HUYY-OFFICE OF SUSTAINABLE HOUSING AND COMMUNTIES,Termination,0
HW00-U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,Termination,0
IB00-BROADCASTING BOARD OF GOVERNORS,Termination,2
IF00-INTER-AMERICAN FOUNDATION,Termination,0
IG00-COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY,Termination,0
IN01-OFFICE OF THE SECRETARY OF THE INTERIOR,Termination,3
IN05-BUREAU OF LAND MANAGEMENT,Termination,12
IN06-INDIAN AFFAIRS,Termination,25
IN07-BUREAU OF RECLAMATION,Termination,15
IN08-GEOLOGICAL SURVEY,Termination,12
IN10-NATIONAL PARK SERVICE,Termination,28
IN15-U.S. FISH AND WILDLIFE SERVICE,Termination,10
IN21-OFFICE OF THE SOLICITOR,Termination,0
"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",Termination,0
"IN23-BUREAU OF OCEAN ENERGY MANAGEMENT, REGULATION, AND ENFORCEMENT",Termination,0
IN24-OFFICE OF THE INSPECTOR GENERAL,Termination,0
IN26-BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT,Termination,0
IN27-BUREAU OF OCEAN ENERGY MANAGEMENT,Termination,0
JL03-U.S. TAX COURT,Termination,0
KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,Termination,7
LF00-FEDERAL ELECTION COMMISSION,Termination,0
LP00-GOVERNMENT PRINTING OFFICE,Termination,5
LT00-U.S. TAX COURT,Termination,0
MA00-MARINE MAMMAL COMMISSION,Termination,0
MC00-FEDERAL MARITIME COMMISSION,Termination,0
MI00-MILLENNIUM CHALLENGE CORPORATION,Termination,0
NF00-NATIONAL SCIENCE FOUNDATION,Termination,1
NK00-NATIONAL COUNCIL ON DISABILITY,Termination,0
NL00-NATIONAL LABOR RELATIONS BOARD,Termination,4
NM00-NATIONAL MEDIATION BOARD,Termination,0
"NN10-HEADQUARTERS, NASA",Termination,1
NN21-AMES RESEARCH CENTER,Termination,0
NN22-JOHN GLENN RESEARCH CENTER AT LEWIS FIELD,Termination,1
NN23-LANGLEY RESEARCH CENTER,Termination,2
NN24-DRYDEN FLIGHT RESEARCH CENTER,Termination,1
NN51-GODDARD SPACE FLIGHT CENTER,Termination,4
NN62-GEORGE C. MARSHALL SPACE FLIGHT CENTER,Termination,1
NN64-JOHN C. STENNIS SPACE CENTER,Termination,4
NN72-LYNDON B. JOHNSON SPACE CENTER,Termination,0
NN76-JOHN F. KENNEDY SPACE CENTER,Termination,7
NP00-NATIONAL CAPITAL PLANNING COMMISSION,Termination,0
NQ00-NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,Termination,16
NS00-NATIONAL SECURITY COUNCIL,Termination,0
NU00-NUCLEAR REGULATORY COMMISSION,Termination,1
